state,year,population,property_rates_all,rates_burglary,rates_larceny,rates_motor,violent_rates_all,rates_assault,rates_murder,rates_rape,rates_robbery,property_total_all,total_burglary,total_larceny,total_motor,violent_total_all,total_assault,total_murder,total_rape,total_robbery
Kansas,1961,2194000,1363.6,331.6,946.4,85.7,58.4,30.2,1.9,5.4,21.0,29918,7275,20763,1880,1282,663,41,118,460
Kansas,1962,2219000,1501.3,339.4,1059.7,102.3,66.6,35.5,2.8,6.6,21.6,33314,7531,23514,2269,1477,787,63,147,480
Kansas,1963,2225000,1559.7,370.1,1081.7,108.0,82.3,44.0,2.6,6.7,29.1,34704,8234,24068,2402,1831,978,57,148,648
Kansas,1964,2225000,1858.2,432.6,1286.0,139.6,115.6,73.2,3.4,11.1,28.0,41345,9626,28613,3106,2573,1629,75,246,623
Kansas,1965,2234000,1883.2,467.5,1293.0,122.7,107.1,71.2,2.7,9.1,24.0,42070,10443,28886,2741,2392,1591,60,204,537
Kansas,1966,2250000,1990.2,476.1,1366.3,147.8,111.9,69.9,3.5,8.9,29.6,44779,10712,30742,3325,2517,1572,78,200,667
Kansas,1967,2275000,2331.7,598.2,1548.6,184.9,142.8,86.0,4.0,10.7,42.2,53047,13610,35231,4206,3248,1956,90,243,959
Kansas,1968,2303000,2573.3,615.6,1752.2,205.5,150.4,85.8,3.7,13.2,47.5,59264,14178,40353,4733,3463,1977,86,305,1095
Kansas,1969,2321000,2971.2,693.3,2049.9,228.0,166.9,93.5,3.5,15.1,54.8,68961,16091,47579,5291,3873,2171,81,350,1271
Kansas,1970,2249071,3440.8,881.7,2302.5,256.6,202.8,108.5,4.8,14.5,75.1,77385,19829,51784,5772,4561,2440,107,325,1689
Kansas,1971,2258000,3280.7,888.6,2148.4,243.8,214.5,127.8,5.1,15.9,65.7,74079,20064,48511,5504,4843,2885,115,360,1483
Kansas,1972,2258000,3195.0,906.6,2056.4,232.0,209.8,119.1,4.0,17.8,68.9,72144,20472,46433,5239,4737,2689,91,401,1556
Kansas,1973,2279000,3296.3,1030.5,2055.3,210.5,217.5,115.3,6.0,18.0,78.1,75123,23485,46840,4798,4956,2627,137,411,1781
Kansas,1974,2270000,4024.1,1268.6,2516.9,238.6,276.3,141.9,6.9,19.7,107.8,91347,28797,57134,5416,6272,3221,157,447,2447
Kansas,1975,2267000,4468.8,1369.5,2862.8,236.4,278.2,162.8,5.4,17.2,92.8,101307,31047,64900,5360,6307,3691,122,391,2103
Kansas,1976,2310000,4495.8,1325.5,2938.1,232.3,282.6,170.4,4.5,21.9,85.8,103853,30618,67870,5365,6529,3936,104,506,1983
Kansas,1977,2326000,4254.0,1270.4,2739.3,244.3,309.8,180.5,6.6,22.0,100.7,98948,29549,63716,5683,7206,4199,153,511,2343
Kansas,1978,2348000,4225.9,1286.8,2691.4,247.7,318.2,193.8,5.7,25.0,93.7,99225,30215,63194,5816,7471,4551,133,586,2201
Kansas,1979,2369000,4542.2,1329.8,2938.9,273.5,353.6,219.4,5.5,26.4,102.3,107605,31504,69622,6479,8376,5197,130,626,2423
Kansas,1980,2354783,4989.5,1521.4,3196.4,271.7,389.3,237.8,6.9,31.5,113.1,117492,35826,75268,6398,9168,5599,163,742,2664
Kansas,1981,2381000,5034.9,1544.2,3235.6,255.1,369.4,222.6,6.3,30.8,109.7,119880,36768,77039,6073,8796,5301,151,733,2611
Kansas,1982,2408000,4616.1,1344.8,3048.8,222.5,335.9,218.4,5.7,24.8,87.0,111156,32382,73416,5358,8088,5259,138,596,2095
Kansas,1983,2425000,4203.2,1167.8,2834.4,201.0,326.6,211.0,5.6,25.9,84.0,101928,28318,68735,4875,7919,5117,137,627,2038
Kansas,1984,2438000,4005.2,1049.1,2749.3,206.8,334.2,231.5,3.7,27.4,71.6,97646,25577,67028,5041,8147,5644,89,669,1745
Kansas,1985,2450000,4019.3,1050.6,2752.4,216.4,355.8,242.7,4.9,29.3,78.7,98474,25740,67433,5301,8716,5947,121,719,1929
Kansas,1986,2461000,4453.8,1187.7,3008.1,258.0,368.8,251.9,4.4,32.9,79.6,109607,29229,74029,6349,9076,6200,108,810,1958
Kansas,1987,2476000,4543.1,1138.0,3152.0,253.2,360.7,241.6,4.4,32.6,82.1,112488,28177,78043,6268,8932,5982,110,808,2032
Kansas,1988,2487000,4514.7,1179.0,3093.2,242.5,365.2,244.6,3.4,31.3,85.9,112280,29321,76927,6032,9083,6083,85,779,2136
Kansas,1989,2513000,4582.0,1188.7,3096.0,297.4,400.8,259.1,5.5,36.5,99.8,115146,29871,77802,7473,10073,6510,138,917,2508
Kansas,1990,2477574,4745.4,1166.5,3243.5,335.4,447.7,285.7,4.0,40.4,117.6,117571,28901,80361,8309,11093,7079,98,1002,2914
Kansas,1991,2495000,5034.7,1306.7,3377.1,351.0,499.6,310.3,6.1,44.8,138.4,125616,32601,84258,8757,12465,7741,153,1118,3453
Kansas,1992,2523000,4809.1,1293.7,3191.7,323.8,510.8,333.7,6.0,41.3,129.9,121334,32639,80526,8169,12888,8418,151,1042,3277
Kansas,1993,2531000,4478.9,1132.2,3024.0,322.7,496.4,326.3,6.4,40.1,123.6,113360,28655,76538,8167,12564,8259,161,1016,3128
Kansas,1994,2554000,4404.0,1121.2,2954.5,328.2,443.0,279.9,6.7,41.3,115.1,112477,28635,75459,8383,11314,7149,170,1055,2940
Kansas,1995,2565000,4466.2,1068.4,3074.3,323.5,420.7,269.8,6.2,36.6,108.2,114558,27404,78855,8299,10792,6920,159,938,2775
Kansas,1996,2572000,4268.0,981.3,3038.3,248.4,413.8,268.3,6.6,42.6,96.3,109772,25239,78145,6388,10642,6900,170,1096,2476
Kansas,1997,2595000,4722.7,936.1,3538.5,248.1,429.7,280.8,5.8,45.4,97.7,122553,24292,91823,6438,11151,7287,150,1179,2535
Kansas,1998,2629000,4454.7,950.3,3245.7,258.7,417.3,280.9,6.6,42.9,87.0,117114,24984,85329,6801,10972,7384,173,1128,2287
Kansas,1999,2654052,4055.8,824.2,3003.8,227.9,382.8,259.5,6.0,40.1,77.1,107644,21874,79722,6048,10159,6887,160,1065,2047
Kansas,2000,2688418,4019.4,799.1,2978.6,241.6,389.4,269.0,6.3,38.0,76.2,108057,21484,80077,6496,10470,7231,169,1022,2048
Kansas,2001,2702125,3905.7,759.2,2851.0,295.5,403.7,275.7,3.4,35.0,89.7,105537,20514,77038,7985,10909,7449,92,945,2423
Kansas,2002,2711769,3716.0,725.7,2724.3,266.0,377.2,256.3,2.9,38.2,79.8,100768,19679,73877,7212,10229,6951,78,1035,2165
Kansas,2003,2724786,4010.4,806.4,2916.6,287.4,397.5,270.6,4.6,39.8,82.5,109276,21973,79471,7832,10831,7374,125,1085,2247
Kansas,2004,2733697,4015.5,737.0,2967.2,311.3,377.9,265.4,4.5,41.8,66.3,109771,20146,81115,8510,10330,7254,122,1142,1812
Kansas,2005,2748172,3806.0,692.4,2774.0,340.0,389.0,280.4,3.7,40.0,65.3,104588,19028,76222,9338,10701,7707,101,1098,1795
Kansas,2006,2764075,3772.0,726.7,2729.7,315.6,432.7,314.0,4.5,46.3,67.9,104260,20086,75450,8724,11960,8678,125,1279,1878
Kansas,2007,2775997,3709.0,737.1,2662.1,309.8,458.6,335.6,3.8,46.4,72.8,102961,20461,73900,8600,12730,9315,106,1287,2022
Kansas,2008,2802134,3386.1,701.3,2420.5,264.3,412.3,304.6,4.0,43.8,60.0,94882,19651,67826,7405,11554,8534,113,1226,1681
Kansas,2009,2818747,3225.9,690.8,2323.7,211.4,406.6,296.9,4.4,41.8,63.4,90930,19473,65499,5958,11460,8370,125,1179,1786
Kansas,2010,2859143,3116.6,675.6,2230.5,210.6,370.8,273.5,3.4,40.1,53.8,89109,19315,63774,6020,10602,7821,97,1146,1538
Kansas,2011,2870386,3088.6,651.9,2203.8,232.9,355.7,262.3,3.9,39.1,50.4,88655,18712,63259,6684,10209,7528,111,1122,1448
Kansas,2012,2885905,3143.2,650.3,2258.0,234.9,354.6,263.2,2.9,36.5,52.0,90710,18767,65165,6778,10232,7595,84,1053,1500
Kansas,2013,2893957,248.1,2946.8,600.4,2117.0,339.9,46.6,3.9,41.3,28.9,7181,85280,17375,61264,9838,1350,112,1195,835
Kansas,2014,2904021,250.0,2735.2,545.0,1952.4,348.6,46.9,3.1,48.6,37.0,7259,79431,15828,56697,10123,1362,91,1411,1075
Kansas,2015,2911641,267.6,2720.1,527.6,1953.5,389.9,62.4,4.4,55.5,43.0,7792,79199,15362,56880,11353,1818,128,1615,1251
Kansas,2016,2907289,2695.5,494.1,1962.9,238.6,380.4,274.0,3.8,45.1,57.5,78367,14364,57066,6937,11060,7966,111,1312,1671
Kansas,2017,2913123,2800.9,478.2,2053.3,269.3,413.0,290.3,5.5,55.9,61.3,81593,13931,59816,7846,12030,8458,160,1627,1785
Kansas,2018,2911505,2633.9,430.6,1933.9,269.4,439.0,328.3,3.9,53.8,53.0,76686,12537,56305,7844,12782,9559,113,1567,1543
Kansas,2019,2913314,2314.5,342.7,1721.9,249.9,410.8,314.2,3.6,48.6,44.4,67428,9984,50165,7279,11968,9154,105,1416,1293
Michigan,1960,7823194,2441.5,725.1,1536.9,179.5,217.7,105.0,4.5,14.5,93.7,191001,56724,120237,14040,17034,8216,353,1135,7330
Michigan,1961,7954000,2484.7,724.8,1583.7,176.3,207.4,108.6,4.1,13.7,81.0,197630,57647,125964,14019,16499,8640,326,1092,6441
Michigan,1962,7991000,2553.8,721.3,1633.1,199.4,226.6,112.5,3.4,14.2,96.5,204073,57641,130499,15933,18106,8988,275,1133,7710
Michigan,1963,8116000,2748.6,725.5,1797.2,225.8,227.7,105.7,3.5,15.0,103.4,223075,58884,145863,18328,18478,8582,283,1220,8393
Michigan,1964,8098000,2928.0,789.8,1875.9,262.3,261.2,124.9,3.5,19.8,113.1,237109,63956,151910,21243,21153,10111,284,1603,9155
Michigan,1965,8218000,3021.3,867.5,1830.3,323.6,297.6,137.0,4.6,24.0,132.1,248290,71289,150410,26591,24459,11258,378,1970,10853
Michigan,1966,8374000,3376.2,984.0,2038.7,353.5,332.1,143.8,5.0,28.2,155.1,282725,82403,170722,29600,27806,12041,415,2358,12992
Michigan,1967,8584000,3673.1,1160.6,2123.5,389.0,389.0,167.3,6.5,26.6,188.6,315295,99624,182277,33394,33390,14360,560,2282,16188
Michigan,1968,8740000,3743.9,1163.2,2150.5,430.2,426.7,178.2,7.7,31.3,209.6,327217,101664,187952,37601,37292,15576,669,2732,18315
Michigan,1969,8766000,4301.7,1315.5,2485.0,501.2,502.5,196.3,8.8,32.3,265.1,377085,115315,217834,43936,44048,17208,770,2832,23238
Michigan,1970,8875083,4931.8,1570.7,2897.1,464.0,575.7,192.7,9.4,27.1,346.6,437700,139398,257118,41184,51090,17099,831,2402,30758
Michigan,1971,8997000,5140.6,1686.7,2956.0,497.9,574.6,207.3,10.5,26.7,330.1,462500,151756,265951,44793,51697,18648,942,2404,29703
Michigan,1972,9082000,4808.3,1582.3,2752.0,473.9,555.2,225.6,11.0,29.3,289.3,436693,143709,249940,43044,50425,20493,999,2657,26276
Michigan,1973,9044000,4904.2,1584.6,2771.3,548.3,585.2,255.2,12.1,35.1,282.7,443538,143311,250638,49589,52921,23083,1096,3173,25569
Michigan,1974,9098000,5860.2,1903.9,3331.6,624.7,659.4,272.0,13.0,37.1,337.2,533160,173215,303110,56835,59993,24751,1186,3377,30679
Michigan,1975,9157000,6114.6,1891.8,3572.9,649.9,685.7,282.7,11.9,38.1,353.1,559915,173231,327174,59510,62792,25884,1086,3488,32334
Michigan,1976,9104000,5832.2,1668.5,3550.6,613.1,646.0,266.1,11.1,36.1,332.6,530965,151901,323243,55821,58814,24229,1014,3287,30284
Michigan,1977,9129000,5227.3,1522.7,3159.0,545.5,584.7,274.6,9.3,38.9,261.9,477196,139006,288387,49803,53381,25068,853,3555,23905
Michigan,1978,9189000,5016.9,1444.3,3046.7,525.9,577.2,307.7,10.6,39.6,219.3,461002,132716,279958,48328,53040,28279,972,3636,20153
Michigan,1979,9208000,5532.8,1507.5,3423.2,602.1,614.2,341.1,9.1,44.5,219.6,509457,138806,315211,55440,56558,31406,834,4100,20218
Michigan,1980,9228128,6036.4,1741.3,3710.2,584.9,639.5,338.6,10.2,46.6,244.0,557051,160688,342384,53979,59014,31251,940,4304,22519
Michigan,1981,9201000,6212.2,1862.1,3714.9,635.2,641.9,327.6,9.4,47.5,257.5,571582,171331,341805,58446,59058,30143,861,4366,23688
Michigan,1982,9109000,6128.0,1813.1,3623.1,691.7,656.6,329.7,9.1,46.6,271.1,558195,165155,330031,63009,59806,30034,827,4246,24699
Michigan,1983,9069000,5760.8,1691.9,3331.3,737.6,716.7,365.3,10.0,56.1,285.3,522450,153438,302118,66894,64993,33125,910,5085,25873
Michigan,1984,9075000,5795.9,1644.2,3285.9,865.9,760.1,378.9,9.7,64.8,306.7,525979,149209,298192,78578,68979,34388,879,5880,27832
Michigan,1985,9088000,5632.2,1527.2,3277.1,827.8,734.1,362.9,11.2,67.6,292.4,511852,138792,297827,75233,66714,32984,1018,6140,26572
Michigan,1986,9145000,5687.6,1509.5,3377.7,800.4,803.9,423.9,11.3,67.4,301.3,520127,138040,308894,73193,73517,38768,1032,6167,27550
Michigan,1987,9200000,5676.7,1452.2,3472.5,752.0,780.1,424.2,12.2,67.2,276.5,522254,133602,319470,69182,71772,39022,1124,6184,25442
Michigan,1988,9300000,5342.7,1314.6,3287.0,741.1,741.7,420.3,10.8,69.5,241.1,496867,122254,305693,68920,68980,39085,1009,6462,22424
Michigan,1989,9273000,5259.2,1224.8,3311.7,722.6,709.2,404.7,10.7,71.4,222.3,487682,113579,307096,67007,65760,37527,993,6624,20616
Michigan,1990,9295297,5204.4,1143.3,3347.4,713.7,790.4,468.4,10.4,77.6,234.0,483764,106275,311153,66336,73468,43536,971,7209,21752
Michigan,1991,9368000,5335.0,1186.2,3469.1,679.7,803.1,470.3,10.8,78.7,243.3,499781,111126,324985,63670,75232,44061,1009,7372,22790
Michigan,1992,9437000,4840.5,1041.2,3173.5,625.8,770.1,458.6,9.9,80.0,221.5,456800,98257,299486,59057,72672,43282,938,7550,20902
Michigan,1993,9478000,4661.0,982.7,3063.2,615.0,791.5,472.1,9.8,71.1,238.5,441767,93143,290333,58291,75021,44747,933,6740,22601
Michigan,1994,9496000,4679.1,967.2,3055.7,656.1,766.1,456.7,9.8,70.8,228.9,444325,91849,290172,62304,72751,43371,927,6720,21733
Michigan,1995,9549000,4495.0,909.7,2939.7,645.5,687.8,430.1,8.5,62.0,187.3,429223,86872,280712,61639,65680,41070,808,5917,17885
Michigan,1996,9594000,4482.2,895.4,2886.3,700.5,635.3,394.6,7.5,57.0,176.2,430020,85908,276909,67203,60951,37856,722,5466,16907
Michigan,1997,9774000,4326.9,825.9,2832.6,668.4,590.0,377.5,7.8,51.9,152.8,422916,80726,276863,65327,57663,36900,759,5070,14934
Michigan,1998,9817000,4062.1,837.8,2630.0,594.3,620.8,407.3,7.3,50.4,155.8,398773,82249,258186,58338,60947,39987,721,4946,15293
Michigan,1999,9863775,3750.0,778.0,2396.2,575.8,574.9,375.7,7.0,49.2,143.0,369887,76736,236351,56800,56709,37062,695,4849,14103
Michigan,2000,9938444,3554.9,702.2,2291.9,560.7,555.0,359.7,6.7,50.6,138.0,353297,69790,227783,55724,55159,35753,669,5025,13712
Michigan,2001,10006266,3521.3,719.9,2265.7,535.7,553.9,365.3,6.7,52.6,129.3,352353,72038,226708,53607,55424,36551,672,5264,12937
Michigan,2002,10043221,3336.2,706.6,2134.4,495.1,540.7,362.6,6.8,53.4,118.0,335060,70970,214367,49723,54306,36417,678,5364,11847
Michigan,2003,10082364,3278.6,677.6,2068.3,532.7,511.3,339.3,6.1,54.3,111.6,330565,68316,208538,53711,51550,34214,612,5470,11254
Michigan,2004,10104206,3066.1,635.7,1929.8,500.6,492.2,319.4,6.4,54.3,112.2,309805,64233,194988,50584,49737,32276,643,5482,11336
Michigan,2005,10100833,3098.0,698.2,1922.0,478.0,554.0,363.9,6.2,51.5,132.1,312892,70527,194090,48275,55936,36760,629,5199,13348
Michigan,2006,10095643,3225.1,755.9,1973.0,496.2,564.4,363.4,7.1,53.0,140.9,325594,76313,199183,50098,56981,36684,721,5347,14229
Michigan,2007,10071822,3063.5,747.4,1899.2,416.9,533.8,349.0,6.6,45.6,132.7,308550,75273,191289,41988,53765,35147,661,4592,13365
Michigan,2008,10003422,2950.0,747.6,1844.9,357.4,514.9,331.9,5.5,45.1,132.4,295100,74787,184558,35755,51512,33205,554,4507,13246
Michigan,2009,9969727,2848.8,762.8,1791.7,294.3,499.8,323.5,6.2,45.4,124.6,284019,76046,178628,29345,49825,32251,623,4524,12427
Michigan,2010,9877143,2748.8,752.7,1718.6,277.5,493.0,322.5,5.9,47.9,116.7,271501,74345,169748,27408,48693,31858,580,4733,11522
Michigan,2011,9876801,2544.6,706.3,1586.2,252.2,442.8,288.6,6.2,44.0,103.9,251329,69755,156666,24908,43731,28507,617,4344,10263
Michigan,2012,9883360,2530.5,664.4,1612.0,254.1,454.5,295.5,7.0,46.4,105.6,250101,65665,159321,25115,44922,29210,689,4589,10434
Michigan,2013,9895622,274.8,2327.6,569.4,1510.0,449.9,102.1,6.4,66.6,46.5,27194,230334,56344,149423,44523,10105,631,6593,4606
Michigan,2014,9909877,277.7,2043.9,445.9,1384.5,427.3,80.9,5.4,63.3,40.9,27519,202547,44184,137206,42348,8021,535,6273,4049
Michigan,2015,9922576,266.2,1885.6,403.5,1323.2,415.5,78.6,5.8,65.0,42.0,26414,187101,40041,131296,41231,7796,571,6450,4163
Michigan,2016,9928300,1909.9,398.5,1308.1,203.2,459.0,309.5,6.0,71.8,71.7,189620,39568,129876,20176,45572,30729,598,7125,7120
Michigan,2017,9962311,1800.0,357.8,1245.7,196.5,450.0,308.5,5.7,70.6,65.1,179318,35641,124104,19573,44826,30738,569,7031,6488
Michigan,2018,9995915,1653.5,316.6,1162.3,174.6,449.4,310.3,5.5,76.9,56.6,165280,31651,116178,17451,44918,31021,551,7690,5656
Michigan,2019,9986857,1585.0,286.1,1121.3,177.7,437.4,305.9,5.6,72.4,53.6,158296,28572,111980,17744,43686,30545,556,7235,5350
Minnesota,1960,3413864,1424.0,370.4,916.9,136.7,42.0,10.6,1.2,2.4,27.8,48614,12645,31303,4666,1435,362,42,81,950
Minnesota,1961,3470000,1408.2,381.1,892.5,134.6,43.4,12.3,1.0,2.7,27.4,48865,13225,30971,4669,1505,426,34,94,951
Minnesota,1962,3475000,1498.9,383.1,972.1,143.7,48.2,14.1,0.9,3.6,29.6,52088,13312,33781,4995,1674,489,33,124,1028
Minnesota,1963,3500000,1640.3,404.6,1087.9,147.8,56.7,19.0,1.2,2.6,33.9,57409,14160,38075,5174,1983,665,41,91,1186
Minnesota,1964,3521000,1925.5,534.9,1209.3,181.3,73.9,31.5,1.4,4.5,36.5,67797,18833,42580,6384,2601,1108,51,157,1285
Minnesota,1965,3554000,1924.9,530.5,1192.8,201.6,86.5,39.5,1.4,5.2,40.3,68411,18853,42393,7165,3074,1405,50,186,1433
Minnesota,1966,3576000,2130.9,579.2,1305.5,246.3,103.2,44.4,2.2,7.3,49.4,76202,20713,46683,8806,3691,1586,79,261,1765
Minnesota,1967,3582000,2461.2,704.4,1464.4,292.4,132.0,54.7,1.6,8.6,67.1,88160,25233,52454,10473,4727,1958,58,309,2402
Minnesota,1968,3646000,2823.1,801.8,1670.2,351.1,140.2,45.9,2.2,10.9,81.2,102930,29232,60897,12801,5111,1673,81,398,2959
Minnesota,1969,3700000,2934.7,779.4,1771.0,384.3,142.0,47.1,1.9,11.5,81.5,108583,28836,65527,14220,5253,1744,69,424,3016
Minnesota,1970,3805069,3048.9,801.7,1901.5,345.7,152.0,51.2,2.0,9.7,89.1,116014,30507,72354,13153,5782,1949,75,369,3389
Minnesota,1971,3881000,3382.5,881.7,2157.7,343.1,154.4,62.9,2.4,12.1,77.0,131274,34219,83741,13314,5993,2443,95,468,2987
Minnesota,1972,3896000,3179.6,927.2,1915.1,337.3,174.5,72.9,2.4,14.7,84.4,123876,36124,74612,13140,6798,2842,95,571,3290
Minnesota,1973,3897000,3357.8,1016.4,2004.7,336.7,177.7,71.5,2.7,14.9,88.7,130855,39610,78122,13123,6926,2785,107,579,3455
Minnesota,1974,3917000,3723.7,1121.8,2228.2,373.7,207.3,82.5,3.0,17.7,104.1,145857,43939,87280,14638,8119,3230,118,692,4079
Minnesota,1975,3926000,4091.7,1193.1,2516.1,382.5,207.0,81.4,3.3,18.6,103.6,160641,46842,98784,15015,8125,3197,129,730,4069
Minnesota,1976,3965000,4142.1,1122.1,2672.8,347.1,189.0,87.9,2.3,18.3,80.4,164235,44493,105978,13764,7492,3485,92,726,3189
Minnesota,1977,3975000,4037.0,1134.7,2559.3,343.1,193.8,85.8,2.7,19.5,85.9,160471,45103,101731,13637,7705,3412,106,774,3413
Minnesota,1978,4008000,3954.5,1093.7,2536.1,324.7,189.6,82.6,2.0,19.9,85.1,158495,43837,101646,13012,7601,3312,81,797,3411
Minnesota,1979,4060000,4171.8,1112.9,2729.7,329.2,221.0,104.8,2.3,21.5,92.5,169376,45183,110827,13366,8973,4255,93,871,3754
Minnesota,1980,4061235,4571.7,1246.0,3029.9,295.9,227.8,102.9,2.6,23.2,99.1,185668,50602,123050,12016,9250,4177,106,942,4025
Minnesota,1981,4090000,4508.2,1277.6,2978.8,251.8,228.5,96.3,2.1,25.8,104.3,184387,52253,121834,10300,9344,3937,85,1056,4266
Minnesota,1982,4133000,4235.4,1182.1,2815.8,237.6,219.3,92.9,2.3,22.7,101.3,175048,48855,116375,9818,9062,3841,95,938,4188
Minnesota,1983,4144000,3843.3,1075.6,2558.7,209.0,190.9,87.2,1.7,22.4,79.6,159268,44571,106034,8663,7909,3615,69,927,3298
Minnesota,1984,4162000,3630.0,990.9,2432.5,206.6,211.5,113.3,1.8,25.3,71.1,151082,41242,101240,8600,8802,4717,74,1051,2960
Minnesota,1985,4193000,3877.8,1017.5,2598.5,261.9,256.4,138.9,2.1,29.6,85.8,162597,42663,108954,10980,10751,5823,88,1242,3598
Minnesota,1986,4214000,4077.6,1004.2,2785.3,288.1,284.6,148.3,2.5,31.8,102.0,171832,42319,117371,12142,11991,6249,105,1338,4299
Minnesota,1987,4246000,4330.4,1068.9,2960.1,301.4,285.4,146.3,2.6,33.9,102.5,183868,45384,125686,12798,12118,6213,112,1439,4354
Minnesota,1988,4306000,4024.7,909.6,2775.8,339.3,290.1,161.4,2.9,31.0,94.7,173302,39167,119526,14609,12490,6950,124,1337,4079
Minnesota,1989,4353000,4094.9,896.9,2818.1,379.9,288.3,159.6,2.5,31.3,94.8,178252,39042,122673,16537,12549,6947,111,1363,4128
Minnesota,1990,4375099,4232.7,907.2,2959.9,365.6,306.1,176.7,2.7,34.0,92.7,185185,39691,129500,15994,13392,7731,117,1487,4057
Minnesota,1991,4432000,4180.2,853.6,2963.2,363.4,316.0,175.3,3.0,39.8,98.0,185268,37832,131330,16106,14006,7768,131,1762,4345
Minnesota,1992,4480000,4252.7,889.7,3007.8,355.2,338.0,184.1,3.3,41.1,109.5,190520,39859,134750,15911,15144,8248,150,1840,4906
Minnesota,1993,4517000,4059.0,844.5,2872.0,342.6,353.9,175.8,3.4,61.9,112.7,183347,38147,129727,15473,15986,7943,155,2796,5092
Minnesota,1994,4567000,3982.0,791.7,2875.9,314.3,359.0,178.6,3.2,59.7,117.6,181856,36157,131344,14355,16397,8155,147,2725,5370
Minnesota,1995,4610000,4141.2,797.3,3002.5,341.5,356.1,172.2,3.9,56.2,123.7,190911,36756,138414,15741,16416,7939,182,2593,5702
Minnesota,1996,4658000,4124.3,762.5,2977.1,384.8,338.8,169.7,3.6,50.0,115.6,192109,35515,138671,17923,15782,7903,167,2327,5385
Minnesota,1997,4686000,4076.1,752.6,2942.2,381.3,337.8,168.1,2.8,52.2,114.7,191006,35265,137872,17869,15827,7879,129,2446,5373
Minnesota,1998,4725000,3736.3,687.5,2723.6,325.2,310.2,165.2,2.6,49.9,92.5,176541,32486,128689,15366,14656,7806,121,2358,4371
Minnesota,1999,4775508,3323.6,580.2,2465.4,278.0,274.0,146.5,2.8,42.7,82.0,158717,27706,117736,13275,13085,6996,134,2038,3917
Minnesota,2000,4919479,3207.6,530.9,2403.7,273.0,280.8,156.7,3.1,45.5,75.5,157798,26116,118250,13432,13813,7709,151,2240,3713
Minnesota,2001,4984535,3311.2,511.5,2498.1,301.6,263.7,141.1,2.4,44.9,75.4,165046,25496,124519,15031,13145,7032,119,2236,3758
Minnesota,2002,5024791,3264.3,557.9,2430.9,275.5,267.2,141.4,2.2,45.2,78.4,164026,28034,122150,13842,13428,7106,112,2273,3937
Minnesota,2003,5064172,3113.3,546.9,2294.9,271.5,262.9,142.0,2.5,41.3,77.1,157663,27698,116216,13749,13316,7191,127,2092,3906
Minnesota,2004,5096546,3041.6,550.3,2226.1,265.2,269.8,146.1,2.2,41.7,79.9,155019,28048,113453,13518,13751,7445,113,2123,4070
Minnesota,2005,5126739,3088.0,579.6,2230.0,279.0,297.0,158.9,2.2,44.0,92.1,158301,29716,114304,14281,15243,8146,115,2258,4724
Minnesota,2006,5167101,3082.5,586.5,2239.0,257.0,310.5,170.9,2.4,31.8,105.3,159276,30306,115693,13277,16042,8830,126,1645,5441
Minnesota,2007,5197621,3044.8,571.7,2229.7,243.3,289.6,159.6,2.2,36.0,91.8,158257,29717,115892,12648,15054,8295,116,1873,4770
Minnesota,2008,5220393,2864.1,508.7,2160.1,195.3,265.4,148.6,2.1,34.6,80.1,149517,26558,112764,10195,13853,7759,110,1805,4179
Minnesota,2009,5266214,2644.9,485.7,1996.9,162.3,244.5,140.4,1.4,34.0,68.7,139286,25580,105160,8546,12874,7392,74,1789,3619
Minnesota,2010,5310658,2569.0,459.7,1947.6,161.7,235.7,136.2,1.8,33.9,63.8,136431,24415,103429,8587,12515,7233,96,1798,3388
Minnesota,2011,5347299,2546.8,480.3,1914.1,152.4,230.5,126.2,1.4,39.5,63.3,136183,25681,102354,8148,12323,6750,75,2113,3385
Minnesota,2012,5379139,2568.3,471.8,1939.3,157.2,230.9,134.0,1.8,30.5,64.6,138152,25378,104316,8458,12419,7207,99,1638,3475
Minnesota,2013,5420380,127.5,2420.4,419.0,1854.4,234.4,67.8,2.1,37.0,25.9,6909,131195,22713,100516,12705,3674,114,2008,1403
Minnesota,2014,5457173,123.3,2297.5,380.7,1763.5,229.1,67.6,1.6,36.7,26.6,6729,125377,20773,96237,12505,3687,88,2001,1452
Minnesota,2015,5489594,129.2,2222.1,351.6,1725.2,242.6,68.7,2.4,42.3,30.7,7094,121984,19299,94704,13319,3771,133,2321,1686
Minnesota,2016,5519952,2133.3,337.1,1638.1,158.1,242.6,130.7,1.8,42.5,67.5,117756,18606,90422,8728,13394,7217,101,2348,3728
Minnesota,2017,5576606,2191.5,336.9,1675.7,178.9,238.3,128.6,2.0,42.8,64.9,122212,18787,93446,9979,13291,7172,113,2385,3621
Minnesota,2018,5611179,1993.8,288.4,1524.8,180.5,220.4,122.2,1.9,43.9,52.5,111874,16185,85561,10128,12369,6857,106,2462,2944
Minnesota,2019,5639632,2078.8,282.4,1597.5,198.9,236.4,135.1,2.1,43.4,55.8,117236,15927,90092,11217,13332,7618,117,2448,3149
Missouri,1960,4319813,1799.7,595.2,1019.7,184.8,172.9,63.4,4.4,14.5,90.6,77743,25712,44049,7982,7468,2739,189,627,3913
Missouri,1961,4378000,1885.9,611.7,1106.2,167.9,166.0,64.6,5.1,13.2,83.1,82563,26782,48430,7351,7266,2828,223,578,3637
